network,platform,latitude,longitude,date,sea_water_turbidity,qcFlag 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-24T21:00:00Z,2.87,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-24T21:00:00Z,0.87,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-24T21:45:00Z,22.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-24T21:45:00Z,8.0,1111122 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2018-08-24T21:45:00Z,10.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-24T22:00:00Z,1.87,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-24T22:00:00Z,1.76,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-24T22:00:00Z,2.82,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-24T22:00:00Z,1.0,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-24T22:45:00Z,36.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-24T22:45:00Z,12.0,1111122 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2018-08-24T22:45:00Z,11.0,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-24T23:45:00Z,28.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-24T23:45:00Z,15.0,1111122 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2018-08-24T23:45:00Z,11.0,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-25T00:45:00Z,25.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-25T00:45:00Z,9.0,1111122 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2018-08-25T00:45:00Z,13.0,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-25T01:45:00Z,24.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-25T01:45:00Z,8.0,1111122 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2018-08-25T01:45:00Z,12.0,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-25T02:45:00Z,24.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-25T02:45:00Z,7.0,1111122 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2018-08-25T02:45:00Z,11.0,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-25T03:45:00Z,19.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-25T03:45:00Z,6.0,1111122 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2018-08-25T03:45:00Z,12.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-25T04:00:00Z,3.39,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-25T04:00:00Z,1.46,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-25T04:00:00Z,3.58,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-25T04:00:00Z,2.62,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-25T04:45:00Z,27.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-25T04:45:00Z,5.0,1111122 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2018-08-25T04:45:00Z,13.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-25T05:00:00Z,2.77,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-25T05:00:00Z,1.44,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-25T05:00:00Z,3.5,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-25T05:00:00Z,1.96,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-25T05:45:00Z,18.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-25T05:45:00Z,5.0,1111122 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2018-08-25T05:45:00Z,12.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-25T06:00:00Z,2.67,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-25T06:00:00Z,1.98,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-25T06:00:00Z,3.04,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-25T06:00:00Z,1.76,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-25T06:45:00Z,20.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-25T06:45:00Z,4.0,1111122 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2018-08-25T06:45:00Z,12.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-25T07:00:00Z,2.2,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-25T07:00:00Z,1.87,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-25T07:00:00Z,2.98,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-25T07:00:00Z,1.27,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-25T07:45:00Z,18.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-25T07:45:00Z,5.0,1111122 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2018-08-25T07:45:00Z,11.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-25T08:00:00Z,2.23,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-25T08:00:00Z,1.7,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-25T08:00:00Z,2.75,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-25T08:00:00Z,1.3,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-25T08:45:00Z,18.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-25T08:45:00Z,6.0,1111122 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2018-08-25T08:45:00Z,11.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-25T09:00:00Z,2.27,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-25T09:00:00Z,1.44,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-25T09:00:00Z,2.88,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-25T09:00:00Z,1.18,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-25T09:45:00Z,14.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-25T09:45:00Z,5.0,1111122 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2018-08-25T09:45:00Z,11.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-25T10:00:00Z,2.22,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-25T10:00:00Z,1.42,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-25T10:00:00Z,2.55,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-25T10:00:00Z,1.26,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-25T10:45:00Z,18.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-25T10:45:00Z,4.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-25T11:00:00Z,2.13,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-25T11:00:00Z,1.47,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-25T11:00:00Z,2.63,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-25T11:00:00Z,0.94,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-25T11:45:00Z,22.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-25T11:45:00Z,4.0,1111122 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2018-08-25T11:45:00Z,12.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-25T12:00:00Z,2.21,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-25T12:00:00Z,1.56,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-25T12:00:00Z,2.82,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-25T12:00:00Z,1.15,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-25T12:45:00Z,24.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-25T12:45:00Z,5.0,1111122 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2018-08-25T12:45:00Z,14.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-25T13:00:00Z,1.99,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-25T13:00:00Z,1.18,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-25T13:00:00Z,3.12,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-25T13:00:00Z,1.15,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-25T13:45:00Z,23.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-25T13:45:00Z,4.0,1111122 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2018-08-25T13:45:00Z,15.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-25T14:00:00Z,2.73,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-25T14:00:00Z,1.44,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-25T14:00:00Z,3.19,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-25T14:00:00Z,1.25,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-25T14:45:00Z,20.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-25T14:45:00Z,4.0,1111122 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2018-08-25T14:45:00Z,16.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-25T15:00:00Z,2.85,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-25T15:00:00Z,1.79,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-25T15:00:00Z,2.77,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-25T15:00:00Z,1.23,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-25T15:45:00Z,24.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-25T15:45:00Z,4.0,1111122 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2018-08-25T15:45:00Z,17.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-25T16:00:00Z,2.57,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-25T16:00:00Z,1.87,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-25T16:00:00Z,2.93,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-25T16:00:00Z,1.32,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-25T16:45:00Z,28.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-25T16:45:00Z,4.0,1111122 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2018-08-25T16:45:00Z,14.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-25T17:00:00Z,2.06,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-25T17:00:00Z,1.85,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-25T17:00:00Z,2.41,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-25T17:00:00Z,1.14,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-25T17:45:00Z,23.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-25T17:45:00Z,3.0,1111122 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2018-08-25T17:45:00Z,12.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-25T18:00:00Z,2.3,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-25T18:00:00Z,1.67,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-25T18:00:00Z,2.71,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-25T18:00:00Z,1.22,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-25T18:45:00Z,26.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-25T18:45:00Z,5.0,1111122 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2018-08-25T18:45:00Z,11.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-25T19:00:00Z,1.95,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-25T19:00:00Z,1.38,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-25T19:00:00Z,2.42,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-25T19:00:00Z,1.1,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-25T19:45:00Z,24.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-25T19:45:00Z,5.0,1111122 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2018-08-25T19:45:00Z,10.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-25T20:00:00Z,1.99,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-25T20:00:00Z,2.89,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-25T20:00:00Z,2.59,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-25T20:00:00Z,1.27,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-25T20:45:00Z,21.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-25T20:45:00Z,5.0,1111122 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2018-08-25T20:45:00Z,11.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-25T21:00:00Z,3.17,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-25T21:00:00Z,1.57,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-25T21:00:00Z,4.48,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-25T21:00:00Z,1.36,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-25T21:45:00Z,31.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-25T21:45:00Z,8.0,1111122 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2018-08-25T21:45:00Z,11.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-25T22:00:00Z,2.33,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-25T22:00:00Z,1.9,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-25T22:00:00Z,3.36,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-25T22:00:00Z,1.25,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-25T22:45:00Z,63.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-25T22:45:00Z,9.0,1111122 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2018-08-25T22:45:00Z,11.0,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-25T23:45:00Z,31.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-25T23:45:00Z,11.0,1111122 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2018-08-25T23:45:00Z,11.0,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-26T00:45:00Z,23.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-26T00:45:00Z,7.0,1111122 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2018-08-26T00:45:00Z,10.0,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-26T01:45:00Z,18.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-26T01:45:00Z,5.0,1111122 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2018-08-26T01:45:00Z,10.0,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-26T02:45:00Z,28.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-26T02:45:00Z,5.0,1111122 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2018-08-26T02:45:00Z,10.0,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-26T03:45:00Z,23.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-26T03:45:00Z,6.0,1111122 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2018-08-26T03:45:00Z,11.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-26T04:00:00Z,3.64,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-26T04:00:00Z,1.81,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-26T04:00:00Z,3.85,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-26T04:00:00Z,1.62,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-26T04:45:00Z,23.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-26T04:45:00Z,6.0,1111122 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2018-08-26T04:45:00Z,11.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-26T05:00:00Z,2.91,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-26T05:00:00Z,1.63,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-26T05:00:00Z,2.93,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-26T05:00:00Z,1.65,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-26T05:45:00Z,15.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-26T05:45:00Z,5.0,1111122 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2018-08-26T05:45:00Z,11.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-26T06:00:00Z,2.48,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-26T06:00:00Z,1.51,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-26T06:00:00Z,3.16,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-26T06:00:00Z,1.52,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-26T06:45:00Z,15.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-26T06:45:00Z,5.0,1111122 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2018-08-26T06:45:00Z,12.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-26T07:00:00Z,2.31,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-26T07:00:00Z,2.29,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-26T07:00:00Z,3.05,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-26T07:00:00Z,1.17,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-26T07:45:00Z,27.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-26T07:45:00Z,4.0,1111122 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2018-08-26T07:45:00Z,11.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-26T08:00:00Z,1.94,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-26T08:00:00Z,1.51,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-26T08:00:00Z,2.84,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-26T08:00:00Z,1.23,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-26T08:45:00Z,22.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-26T08:45:00Z,5.0,1111122 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2018-08-26T08:45:00Z,11.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-26T09:00:00Z,2.06,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-26T09:00:00Z,1.57,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-26T09:00:00Z,2.89,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-26T09:00:00Z,1.15,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-26T09:45:00Z,23.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-26T09:45:00Z,5.0,1111122 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2018-08-26T09:45:00Z,11.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-26T10:00:00Z,2.01,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-26T10:00:00Z,1.71,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-26T10:00:00Z,2.76,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-26T10:00:00Z,1.16,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-26T10:45:00Z,21.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-26T10:45:00Z,6.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-26T11:00:00Z,2.04,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-26T11:00:00Z,1.88,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-26T11:00:00Z,2.67,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-26T11:00:00Z,1.08,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-26T11:45:00Z,33.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-26T11:45:00Z,4.0,1111122 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2018-08-26T11:45:00Z,11.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-26T12:00:00Z,1.86,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-26T12:00:00Z,1.93,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-26T12:00:00Z,3.06,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-26T12:00:00Z,1.08,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-26T12:45:00Z,31.0,1111122 
